"mesh_term_lower","n_pmids","prop_total"
axilla,15312,0.00039821974552010588
axillary artery,2829,0.000073573906744800127081
axillary vein,1427,0.000037112041330798791567
axillofemoral bypass grafting,19,0.000000494133696766066601
axinella,43,0.000001118302576891624413
axin protein,1250,0.000032508795839872802704
axin signaling complex,35,0.000000910246283516438476
"axis, cervical vertebra",2211,0.000057501558081567013424
axitinib,833,0.000021663861547691235722
axl receptor tyrosine kinase,1105,0.000028737775522447557591
axonal transport,8109,0.00021089106037242285
axonemal dyneins,383,0.000009960695045337026749
axoneme,772,0.000020077432310705442950
axon fasciculation,20,0.000000520140733437964843
axon guidance,454,0.000011807194649041801942
axon initial segment,176,0.000004577238454254090621
axons,54691,0.00142235084262278676
axotomy,2362,0.000061428620619023647990
azabicyclo compounds,2780,0.000072299561947877113215
azacitidine,7824,0.00020347905492093185
aza compounds,4905,0.00012756451487566088
azacosterol,53,0.000001378372943610606835
azadirachta,908,0.000023614389298083603885
azaguanine,818,0.000021273755997612762090
azaperone,216,0.000005617519921130020307
azaserine,606,0.000015760264223170334751
azasteroids,907,0.000023588382261411705642
azathioprine,15566,0.00040482553283476804
azauridine,279,0.000007255963231459609564
azepines,6803,0.00017692587047892374
azerbaijan,1321,0.000034355295443577577898
azetidinecarboxylic acid,601,0.000015630229039810843540
azetidines,4431,0.00011523717949318111
azetines,137,0.000003562964024050059176
azides,11668,0.00030345010388770869
azinphosmethyl,254,0.000006605787314662153510
aziridines,2805,0.000072949737864674569269
azirines,1367,0.000035551619130484897038
azithromycin,7276,0.00018922719882473161
azlocillin,437,0.000011365075025619531825
azoarcus,199,0.000005175400297707750191
azocines,1146,0.000029804064025995385519
azo compounds,15202,0.00039535897148619708
azoles,4515,0.00011742177057362056
azoospermia,2951,0.000076746765218771712625
azores,446,0.000011599138355666616005
azorhizobium,11,0.000000286077403390880664
azorhizobium caulinodans,87,0.000002262612190455147068
azospirillum,241,0.000006267695837927476361
azospirillum brasilense,675,0.000017554749753531313460
azospirillum lipoferum,32,0.000000832225173500743749
azotemia,470,0.000012223307235792173817
azotobacter,2106,0.000054770819231017697997
azotobacter vinelandii,1150,0.000029908092172682978488
azoxymethane,1936,0.000050349622996794996829
aztreonam,1698,0.000044159948268883215194
azulenes,551,0.000014329877206215931432
azure stains,1635,0.000042521504958553625937
azurin,1044,0.000027151346285461764819
azygos vein,1716,0.000044628074928977383553
b30.2-spry domain,25,0.000000650175916797456054
b7-1 antigen,5155,0.00013406627404363544
b7-2 antigen,3861,0.00010041316859019911
b7 antigens,995,0.000025877001488538750953
b7-h1 antigen,16444,0.00042765971103269469
babesia,3619,0.000094119465715599738390
babesia bovis,609,0.000015838285333186029478
babesia microti,525,0.000013653694252746577136
babesiosis,4896,0.00012733045154561379
babuvirus,63,0.000001638443310329589256
baccharis,263,0.000006839850644709237689
bacillaceae,1439,0.000037424125770861570473
bacillaceae infections,243,0.000006319709911271272846
bacillales,370,0.000009622603568602349601
bacillus,26462,0.00068819820441177128
bacillus amyloliquefaciens,670,0.000017424714570171822250
bacillus anthracis,5047,0.00013125751408307043
bacillus cereus,7106,0.00018480600259050891
bacillus clausii,55,0.000001430387016954403319
bacillus coagulans,220,0.000005721548067817613276
bacillus firmus,21,0.000000546147770109863085
bacillus licheniformis,659,0.000017138637166780941586
bacillus megaterium,3112,0.000080933898122947329613
bacillus phages,857,0.000022288030427816793534
bacillus pumilus,234,0.000006085646581224188666
bacillus subtilis,30508,0.00079342267478627157
bacillus thuringiensis,6521,0.00016959188613744844
bacillus thuringiensis toxins,3695,0.000096096000502664004794
bacitracin,2695,0.000070088963830765762631
back,4954,0.00012883885967258389
background radiation,1582,0.000041143132014943019103
back injuries,1618,0.000042079385335131355821
back muscles,772,0.000020077432310705442950
back pain,19474,0.00050646103214854637
baclofen,6118,0.00015911105035867345
bacopa,388,0.000010090730228696517959
bacteremia,29367,0.00076374864594363568
bacteria,194574,0.00506029315339792857
"bacteria, aerobic",4171,0.00010847534995848757
"bacteria, anaerobic",10458,0.00027198158951471182
bacterial adhesion,21705,0.00056448273096355135
bacterial capsules,4481,0.00011653753132677602
bacterial chromatophores,796,0.000020701601190831000762
bacterial infections,76514,0.00198990240391362210
bacterial load,7070,0.00018386974927032057
bacterial lysates,25,0.000000650175916797456054
bacterial outer membrane,511,0.000013289595739340001746
bacterial outer membrane proteins,22014,0.00057251890529516790
bacterial physiological phenomena,10099,0.00026264506334950035
bacterial proteins,208052,0.00541081599366177308
bacterial proton-translocating atpases,233,0.000006059639544552290424
bacterial secretion systems,1527,0.000039712744997988615784
bacterial shedding,581,0.000015110088306372878697
bacterial structures,46,0.000001196323686907319140
bacterial toxins,29091,0.00075657070382219176
bacterial transferrin receptor complex,5,0.000000130035183359491211
bacterial translocation,2914,0.000075784504861911477665
bacterial typing techniques,27859,0.00072453003464241313
bacterial vaccines,19760,0.00051389904463670927
bacterial zoonoses,135,0.000003510949950706262692
"bacteria, thermoduric",4,0.000000104028146687592969
bacteriochlorophyll a,304,0.000007906139148257065618
bacteriochlorophylls,1560,0.000040570977208161257775
bacteriocin plasmids,542,0.000014095813876168847253
bacteriocins,7213,0.00018758875551440202
bacteriological techniques,34523,0.00089784092702394301
bacteriology,5707,0.00014842215828652327
bacteriolysis,3893,0.00010124539376369986
bacteriophage hk022,23,0.000000598161843453659570
bacteriophage ike,5,0.000000130035183359491211
bacteriophage lambda,6921,0.00017999470080620773
bacteriophage m13,1491,0.000038776491677800279066
bacteriophage mu,683,0.000017762806046906499398
bacteriophage n4,24,0.000000624168880125557812
bacteriophage p1,370,0.000009622603568602349601
bacteriophage p2,118,0.000003068830327283992575
bacteriophage p22,479,0.000012457370565839257996
bacteriophage pf1,63,0.000001638443310329589256
bacteriophage phi 6,173,0.000004499217344238395894
bacteriophage phi x 174,1188,0.000030896359566215111690
bacteriophage prd1,96,0.000002496675520502231248
bacteriophage receptors,24,0.000000624168880125557812
bacteriophages,25003,0.00065025393790747175
bacteriophage t3,87,0.000002262612190455147068
bacteriophage t4,2579,0.000067072147576825566540
bacteriophage t7,1671,0.000043457758278741962655
bacteriophage typing,4124,0.00010725301923490835
bacteriorhodopsins,3435,0.000089334170967970461832
bacteriuria,8118,0.00021112512370246993
bacteroidaceae,471,0.000012249314272464072059
bacteroidaceae infections,1496,0.000038906526861159770277
bacteroides,7109,0.00018488402370052460
bacteroides fragilis,3384,0.000088007812097703651482
bacteroides infections,2594,0.000067462253126904040172
bacteroides thetaiotaomicron,216,0.000005617519921130020307
bacteroidetes,3456,0.000089880318738080324917
baculoviral iap repeat-containing 3 protein,399,0.000010376807632087398623
baculoviridae,7303,0.00018992938881487286
badnavirus,203,0.000005279428444395343159
bahamas,521,0.000013549666106058984167
bahrain,757,0.000019687326760626969318
balaenoptera,198,0.000005149393261035851948
balamuthia mandrillaris,145,0.000003771020317425245114
balanced anesthesia,72,0.000001872506640376673436
balanites,66,0.000001716464420345283983
balanitis,896,0.000023302304858020824979
balanitis xerotica obliterans,104,0.000002704731813877417185
balanophoraceae,61,0.000001586429236985792772
balantidiasis,359,0.000009336526165211468937
balantidium,233,0.000006059639544552290424
balb 3t3 cells,730,0.000018985136770485716779
balkan nephropathy,490,0.000012743447969230138660
balkan peninsula,448,0.000011651152429010412489
ballistocardiography,2144,0.000055759086624549831199
balloon embolectomy,66,0.000001716464420345283983
balloon enteroscopy,143,0.000003719006244081448629
balloon occlusion,4123,0.00010722701219823645
balloon valvuloplasty,1355,0.000035239534690422118132
ballota,30,0.000000780211100156947265
balneology,5945,0.00015461183301443505
balsaminaceae,21,0.000000546147770109863085
balsams,515,0.000013393623886027594714
baltic states,1088,0.000028295655899025287474
baltimore,5667,0.00014738187681964734
bambermycins,132,0.000003432928840690567966
bambusa,488,0.000012691433895886342176
bandages,21070,0.00054796826267689596
"bandages, hydrocolloid",1024,0.000026631205552023799976
bangladesh,15964,0.00041517633343018354
banisteriopsis,303,0.000007880132111585167376
bankart lesions,292,0.000007594054708194286712
"banking, personal",150,0.000003901055500784736325
bankruptcy,924,0.000024030501884833975759
barbados,681,0.000017710791973562702913
barbarea,61,0.000001586429236985792772
barbering,453,0.000011781187612369903700
barber surgeons,166,0.000004317168087535108199
barbital,1399,0.000036383844303985640787
barbiturates,13604,0.00035379972688450369
bardet-biedl syndrome,825,0.000021455805254316049785
bariatric medicine,78,0.000002028548860408062889
bariatrics,533,0.000013861750546121763073
bariatric surgery,17291,0.00044968767109379251
barium,8199,0.00021323169367289369
barium compounds,1576,0.000040987089794911629650
barium enema,53,0.000001378372943610606835
barium radioisotopes,113,0.000002938795143924501364
barium sulfate,9044,0.00023520763966064770
baroreflex,6725,0.00017489732161851568
barotrauma,1750,0.000045512314175821923786
barrett esophagus,8985,0.00023367322449700571
barringtonia,34,0.000000884239246844540234
barrington's nucleus,11,0.000000286077403390880664
bartholin's glands,735,0.000019115171953845207990
barth syndrome,233,0.000006059639544552290424
bartonella,1560,0.000040570977208161257775
bartonella bacilliformis,77,0.000002002541823736164647
bartonellaceae,23,0.000000598161843453659570
bartonellaceae infections,13,0.000000338091476734677148
bartonella henselae,1539,0.000040024829438051394690
bartonella infections,1629,0.000042365462738522236484
bartonella quintana,354,0.000009206490981851977726
bartter syndrome,1576,0.000040987089794911629650
basal bodies,266,0.000006917871754724932416
basal cell nevus syndrome,1458,0.000037918259467627637075
basal forebrain,608,0.000015812278296514131235
basal ganglia,14327,0.00037260281439828612
basal ganglia cerebrovascular disease,270,0.000007021899901412525384
basal ganglia diseases,5663,0.00014727784867295975
basal ganglia hemorrhage,255,0.000006631794351334051752
basal metabolism,8966,0.00023317909080023964
basal nucleus of meynert,744,0.000019349235283892292170
baseball,3107,0.000080803862939587838402
base composition,25635,0.00066669038508411144
basement membrane,20791,0.00054071229944543635
base pairing,9091,0.00023642997038422692
base pair mismatch,4400,0.00011443096135635227
base sequence,446744,0.01161848759095050830
bashkiria,454,0.000011807194649041801942
basic helix-loop-helix leucine zipper transcription factors,4268,0.00011099803251566170
basic helix-loop-helix transcription factors,16801,0.00043694422312456237
basic-leucine zipper transcription factors,4737,0.00012319533271478197
basic reproduction number,2136,0.000055551030331174645261
basidiomycota,13436,0.00034943054472362478
basigin,1740,0.000045252243809102941365
basilar artery,7436,0.00019338832469223533
basilar membrane,1315,0.000034199253223546188445
basiliximab,930,0.000024186544104865365212
basketball,3270,0.000085043009917107251875
basolateral nuclear complex,1178,0.000030636289199496129269
basophil degranulation test,552,0.000014355884242887829674
basophils,8167,0.00021239946849939294
bass,4405,0.00011456099653971176
bassia scoparia,52,0.000001352365906938708593
batch cell culture techniques,2952,0.000076772772255443610867
bathing beaches,1772,0.000046084468982603685114
bathroom equipment,250,0.000006501759167974560541
baths,5550,0.00014433905352903524
batrachochytrium,163,0.000004239146977519413473
batrachoidiformes,368,0.000009570589495258553116
batrachotoxins,434,0.000011287053915603837099
batroxobin,498,0.000012951504262605324597
battered child syndrome,667,0.000017346693460156127523
battered women,2731,0.000071025217150954099349
bauhinia,333,0.000008660343211742114640
bayes theorem,55545,0.00144456085194058786
"bay-region, polycyclic aromatic hydrocarbon",21,0.000000546147770109863085
bays,3737,0.000097188296042883730965
b-cell activating factor,2029,0.000052768277407281533350
b-cell activation factor receptor,516,0.000013419630922699492956
b-cell cll-lymphoma 10 protein,451,0.000011729173539026107216
b-cell lymphoma 3 protein,343,0.000008920413578461097062
b-cell maturation antigen,815,0.000021195734887597067363
bcg vaccine,21271,0.00055319567704794751
bcl-2-associated x protein,18437,0.00047949173511978789
bcl-2 homologous antagonist-killer protein,1824,0.000047436834889542393706
bcl-2-like protein 11,2012,0.000052326157783859263233
bcl-associated death protein,1681,0.000043717828645460945077
bcl-x protein,6640,0.00017268672350140433
bdellovibrio,354,0.000009206490981851977726
bdellovibrio bacteriovorus,105,0.000002730738850549315427
beak,1007,0.000026189085928601529859
beauty,2666,0.000069334759767280713608
beauty culture,1248,0.000032456781766529006220
beauveria,1496,0.000038906526861159770277
becaplermin,3372,0.000087695727657640872576
beckwith-wiedemann syndrome,1284,0.000033393035086717342938
beclin-1,3782,0.000098358612693119151863
beclomethasone,3130,0.000081402024783041497972
bedbugs,927,0.000024108522994849670486
bed conversion,261,0.000006787836571365441205
bedding and linens,4129,0.00010738305441826784
bed occupancy,2696,0.000070114970867437660873
bed rest,4140,0.00010766913182165872
bedridden persons,81,0.000002106569970423757615
beds,4551,0.00011835802389380890
beekeeping,531,0.000013809736472777966589
beer,4205,0.00010935958920533211
bees,18046,0.00046932298378107568
bee venoms,3051,0.000079347468885961536841
beggiatoa,48,0.000001248337760251115624
beginning of human life,1895,0.000049283334493247168900
begomovirus,1317,0.000034251267296889984929
begoniaceae,71,0.000001846499603704775194
behavior,30275,0.00078736303524171928
"behavior, addictive",13612,0.00035400778317787887
behavioral medicine,1778,0.000046240511202635074567
behavioral research,3592,0.000093417275725458485852
behavioral risk factor surveillance system,2772,0.000072091505654501927277
behavioral sciences,1657,0.000043093659765335387265
behavioral symptoms,3392,0.000088215868391078837419
"behavior, animal",118543,0.00308295214819683332
behavior control,1956,0.000050869763730232961672
behaviorism,550,0.000014303870169544033190
behavior observation techniques,499,0.000012977511299277222840
behavior rating scale,637,0.000016566482359999180258
behavior therapy,31344,0.00081516455744397850
behcet syndrome,10500,0.00027307388505493154
behind-the-counter drugs,21,0.000000546147770109863085
beijerinckiaceae,91,0.000002366640337142740037
beijing,4728,0.00012296126938473489
belgium,21640,0.00056279227357987796
belize,658,0.000017112630130109043344
belladonna alkaloids,245,0.000006371723984615069330
bell palsy,1739,0.000045226236772431043122
beloniformes,118,0.000003068830327283992575
beluga whale,256,0.000006657801388005949994
bemegride,516,0.000013419630922699492956
benactyzine,653,0.000016982594946749552133
bence jones protein,2343,0.000060934486922257581389
benchmarking,17835,0.00046383549904330515
bencyclane,153,0.000003979076610800431051
bendamustine hydrochloride,1198,0.000031156429932934094112
bender-gestalt test,663,0.000017242665313468534554
bendroflumethiazide,644,0.000016748531616702467953
beneficence,3368,0.000087591699510953279607
benign paroxysmal positional vertigo,1417,0.000036851970964079809146
benin,2066,0.000053730537764141768310
benomyl,508,0.000013211574629324307019
benperidol,799,0.000020779622300846695489
benserazide,1110,0.000028867810705807048802
bentonite,3617,0.000094067451642255941906
benz(a)anthracenes,4015,0.00010441825223767144
benzaldehyde dehydrogenase (nadp+),14,0.000000364098513406575390
benzaldehydes,4692,0.00012202501606454655
benzalkonium compounds,2643,0.000068736597923827054038
benzamides,26039,0.00067719722789955833
benzamidines,1808,0.000047020722302792021832
benzazepines,11051,0.00028740376226114747
benzbromarone,444,0.000011547124282322819521
"benzenaminium, 4,4'-(3-oxo-1,5-pentanediyl)bis(n,n-dimethyl-n-2-propenyl-), dibromide",123,0.000003198865510643483786
benzene,10148,0.00026391940814642336
benzeneacetamides,1562,0.000040622991281505054260
benzene derivatives,7824,0.00020347905492093185
benzenesulfonamides,602,0.000015656236076482741782
benzenesulfonates,6216,0.00016165973995251947
benzethonium,256,0.000006657801388005949994
benzhydryl compounds,16129,0.00041946749448104675
benzidines,1975,0.000051363897426999028273
benzilates,952,0.000024758698911647126540
benzimidazoles,24672,0.00064164560876907343
benzo(a)pyrene,7607,0.00019783552796312993
benzoate 4-monooxygenase,14,0.000000364098513406575390
benzoates,17927,0.00046622814641711979
benzocaine,1203,0.000031286465116293585323
benzocycloheptenes,378,0.000009830659861977535538
benzodiazepines,24838,0.00064596277685660854
benzodiazepinones,4361,0.00011341668692614823
benzodioxoles,3576,0.000093001163138708113977
benzoflavones,1251,0.000032534802876544700947
benzofurans,13963,0.00036313625304971516
benzoic acid,2445,0.000063587204662791202090
benzoin,325,0.000008452286918366928703
benzoisochromanequinones,8,0.000000208056293375185937
benzolamide,112,0.000002912788107252603122
benzomorphans,760,0.000019765347870642664044
benzophenanthridines,2085,0.000054224671460907834911
benzophenoneidum,222,0.000005773562141161409760
benzophenones,5148,0.00013388422478693215
benzopyrans,10064,0.00026173481706598391
benzopyrene hydroxylase,607,0.000015786271259842232993
benzopyrenes,5532,0.00014387092686894108
benzoquinones,9541,0.00024813313688658113
benzothiadiazines,3021,0.000078567257785804589576
benzothiazoles,10268,0.00026704025254705115
benzothiepins,163,0.000004239146977519413473
benzoxazines,5879,0.00015289536859408977
benzoxazoles,2861,0.000074406131918300870830
benzoxepins,281,0.000007307977304803406048
benzoylarginine-2-naphthylamide,155,0.000004031090684144227535
benzoylarginine nitroanilide,194,0.000005045365114348258980
benzoylcholine,74,0.000001924520713720469920
benzoyl peroxide,1230,0.000031988655106434837861
benzphetamine,326,0.000008478293955038826945
benztropine,713,0.000018543017147063446663
benzydamine,382,0.000009934688008665128506
benzyl alcohol,877,0.000022808171161254758377
benzyl alcohols,2491,0.000064783528349698521229
benzylamine oxidase,120,0.000003120844400627789060
benzylamines,5694,0.00014808406680978859
benzylammonium compounds,21,0.000000546147770109863085
benzyl compounds,4523,0.00011762982686699575
benzylidene compounds,1397,0.000036331830230641844303
benzylisoquinolines,2215,0.000057605586228254606392
benzyl viologen,97,0.000002522682557174129490
bephenium compounds,209,0.000005435470664426732612
bepridil,752,0.000019557291577267478107
berberidaceae,168,0.000004369182160878904683
berberine,4636,0.00012056862201092025
berberine alkaloids,1764,0.000045876412689228499177
berberis,412,0.000010714899108822075771
bereavement,7187,0.00018691257256093267
beriberi,804,0.000020909657484206186700
berkelium,12,0.000000312084440062778906
berlin,3970,0.00010324793558743602
bermuda,204,0.000005305435481067241401
bernard-soulier syndrome,483,0.000012561398712526850965
bertholletia,195,0.000005071372151020157222
berylliosis,860,0.000022366051537832488261
beryllium,2721,0.000070765146784235116927
besnoitia,6,0.000000156042220031389453
bestrophins,479,0.000012457370565839257996
beta 2-glycoprotein i,2529,0.000065771795743230654432
beta 2-microglobulin,9166,0.00023838049813461929
beta-adrenergic receptor kinases,752,0.000019557291577267478107
beta-alanine,3248,0.000084470855110325490547
beta-alanine-pyruvate transaminase,16,0.000000416112586750371875
beta-aminoethyl isothiourea,749,0.000019479270467251783381
beta-amylase,525,0.000013653694252746577136
beta-arrestin 1,581,0.000015110088306372878697
beta-arrestin 2,871,0.000022652128941223368924
beta-arrestins,2404,0.000062520916159243374161
beta carotene,8699,0.00022623521200884281
"beta-carotene 15,15'-monooxygenase",223,0.000005799569177833308002
beta catenin,25094,0.00065262057824461449
betacellulin,243,0.000006319709911271272846
betacoronavirus,33499,0.00087120972147191921
betacoronavirus 1,59,0.000001534415163641996288
beta-cryptoxanthin,159,0.000004135118830831820504
beta-crystallin a chain,117,0.000003042823290612094333
beta-crystallin b chain,178,0.000004629252527597887105
beta-crystallins,162,0.000004213139940847515231
betacyanins,324,0.000008426279881695030461
beta-cyclodextrins,9408,0.00024467420100921866
beta-defensins,2891,0.000075186343018457818095
beta-d-galactoside alpha 2-6-sialyltransferase,578,0.000015032067196357183971
beta-endorphin,6517,0.00016948785799076084
beta-fructofuranosidase,2212,0.000057527565118238911666
beta-galactosidase,20379,0.00052999740033661428
"beta-galactoside alpha-2,3-sialyltransferase",369,0.000009596596531930451358
beta-globins,1962,0.000051025805950264351125
beta-globulins,3380,0.000087903783951016058513
beta-glucans,5564,0.00014470315204244182
beta-glucosidase,4721,0.00012277922012803160
betaherpesvirinae,82,0.000002132577007095655857
beta-hexosaminidase alpha chain,60,0.000001560422200313894530
beta-hexosaminidase beta chain,72,0.000001872506640376673436
betahistine,469,0.000012197300199120275575
betaine,4531,0.00011783788316037094
betaine-aldehyde dehydrogenase,160,0.000004161125867503718746
betaine-homocysteine s-methyltransferase,289,0.000007516033598178591985
betainfluenzavirus,178,0.000004629252527597887105
beta karyopherins,1100,0.000028607740339088066380
beta-keratins,104,0.000002704731813877417185
beta lactam antibiotics,72,0.000001872506640376673436
beta-lactamase inhibitors,3729,0.000096980239749508545028
beta-lactamases,27913,0.00072593441462269563
beta-lactam resistance,5027,0.00013073737334963246
beta-lactams,7953,0.00020683396265160672
betalains,389,0.000010116737265368416202
beta-lipotropin,1046,0.000027203360358805561303
beta-mannosidase,700,0.000018204925670328769515
beta-mannosidosis,19,0.000000494133696766066601
betamethasone,6444,0.00016758934431371227
betamethasone valerate,553,0.000014381891279559727916
beta-msh,83,0.000002158584043767554100
beta-n-acetyl-galactosaminidase,66,0.000001716464420345283983
"beta-n-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase",78,0.000002028548860408062889
beta-n-acetylhexosaminidases,2816,0.000073235815268065449933
beta-naphthoflavone,1211,0.000031494521409668771260
betapapillomavirus,163,0.000004239146977519413473
beta particles,1858,0.000048321074136386933940
betaproteobacteria,1379,0.000035863703570547675944
betaretrovirus,162,0.000004213139940847515231
beta rhythm,2367,0.000061558655802383139201
beta-synuclein,260,0.000006761829534693542963
beta-thalassemia,10517,0.00027351600467835381
beta-thromboglobulin,1972,0.000051285876316983333547
beta-tocopherol,36,0.000000936253320188336718
beta-transducin repeat-containing proteins,516,0.000013419630922699492956
beta vulgaris,2790,0.000072559632314596095636
betaxanthins,81,0.000002106569970423757615
betaxolol,683,0.000017762806046906499398
betazole,105,0.000002730738850549315427
bethanechol,969,0.000025200818535069396657
bethanechol compounds,1338,0.000034797415066999848015
bethanidine,107,0.000002782752923893111912
betrayal,75,0.000001950527750392368162
betula,2190,0.000056955410311457150338
betulaceae,170,0.000004421196234222701168
betulinic acid,999,0.000025981029635226343921
bevacizumab,15410,0.00040076843511395191
beverages,17817,0.00046336737238321098
bexarotene,616,0.000016020334589889317173
bezafibrate,1305,0.000033939182856827206023
bezoars,2566,0.000066734056100090889392
bh3 interacting domain death agonist protein,1593,0.000041429209418333899767
bhopal accidental release,31,0.000000806218136828845507
bhutan,746,0.000019401249357236088654
bias,28205,0.00073352846933088992
"bias, implicit",196,0.000005097379187692055464
bibenzyls,600,0.000015604222003138945298
bible,1331,0.000034615365810296560320
bibliographies as topic,7696,0.00020015015422692887
"bibliography, descriptive",40,0.000001040281466875929687
"bibliography, national",19,0.000000494133696766066601
bibliography of medicine,325,0.000008452286918366928703
bibliometrics,14121,0.00036724536484387508
bibliotherapy,448,0.000011651152429010412489
bicarbonates,22761,0.00059194616168907589
bicornuate uterus,13,0.000000338091476734677148
bicuculline,6296,0.00016374030288627133
bicuspid,12377,0.00032188909288808454
bicuspid aortic valve disease,2631,0.000068424513483764275132
bicyclic monoterpenes,1577,0.000041013096831583527892
bicycling,13589,0.00035340962133442521
bidens,300,0.000007802111001569472649
bifidobacteriales infections,81,0.000002106569970423757615
bifidobacterium,6567,0.00017078820982435576
bifidobacterium adolescentis,97,0.000002522682557174129490
bifidobacterium animalis,459,0.000011937229832401293153
bifidobacterium bifidum,253,0.000006579780277990255267
bifidobacterium breve,223,0.000005799569177833308002
bifidobacterium longum,402,0.000010454828742103093350
bifidobacterium longum subspecies infantis,145,0.000003771020317425245114
bifidobacterium pseudocatenulatum,31,0.000000806218136828845507
biflavonoids,2120,0.000055134917744424273387
big data,3297,0.000085745199907248504413
biglycan,908,0.000023614389298083603885
bignoniaceae,609,0.000015838285333186029478
biguanides,3469,0.000090218410214815002065
bilateral vestibulopathy,224,0.000005825576214505206245
bile,26124,0.00067940782601666968
bile acids and salts,26159,0.00068031807230018612
bile canaliculi,955,0.000024836720021662821266
bile duct diseases,4983,0.00012959306373606894
bile duct neoplasms,19534,0.00050802145434886026
bile ducts,16721,0.00043486366019081051
"bile ducts, extrahepatic",2319,0.000060310318042132023577
"bile ducts, intrahepatic",13543,0.00035221329764751789
bile pigments,1327,0.000034511337663608967351
bile reflux,863,0.000022444072647848182987
biliary atresia,3848,0.00010007507711346444
biliary dyskinesia,1091,0.000028373677009040982200
biliary fistula,4004,0.00010413217483428056
biliary tract,8378,0.00021788695323716347
biliary tract diseases,12751,0.00033161572460337449
biliary tract neoplasms,4159,0.00010816326551842479
biliary tract surgical procedures,4519,0.00011752579872030816
biliopancreatic diversion,1137,0.000029570000695948301340
bilirubin,26708,0.00069459593543305825
biliverdine,883,0.000022964213381286147830
bilobalides,36,0.000000936253320188336718
bilophila,38,0.000000988267393532133202
bimatoprost,622,0.000016176376809920706626
"binding, competitive",51878,0.00134919304846473701
binding sites,244928,0.00636985147797469266
"binding sites, antibody",12164,0.00031634959407697022
binge drinking,2818,0.000073287829341409246417
binge-eating disorder,2603,0.000067696316456951124352
binomial distribution,1108,0.000028815796632463252317
bioaccumulation,2077,0.000054016615167532648974
"bioactive peptides, dietary",6,0.000000156042220031389453
bioartificial organs,633,0.000016462454213311587290
biobehavioral sciences,205,0.000005331442517739139644
biocatalysis,15874,0.00041283570012971270
biochemical phenomena,14583,0.00037926061578629207
biochemistry,14680,0.00038178329834346619
biocompatible materials,74120,0.00192764155812109771
biocuration,2,0.000000052014073343796484
biodegradable plastics,1050,0.000027307388505493154272
"biodegradation, environmental",53592,0.00139376910932037059
biodiversity,46320,0.00120464593864232658
bioelectric energy sources,6311,0.00016413040843634981
bioengineering,2781,0.000072325568984549011457
bioenhancers,7,0.000000182049256703287695
bioethical issues,5628,0.00014636760238944331
bioethics,8939,0.00023247690081009839
"biofeedback, psychology",8038,0.00020904456076871807
biofilms,49511,0.00128763439266235387
biofortification,491,0.000012769455005902036902
biofouling,3341,0.000086889509520812027069
biofuels,15419,0.00040100249844399900
biogenic amines,6049,0.00015731656482831247
biogenic monoamines,3851,0.00010015309822348013
biogenic polyamines,943,0.000024524635581600042360
biographies as topic,703,0.000018282946780344464241
biohazard release,156,0.000004057097720816125778
biolistics,1134,0.000029491979585932606614
biological assay,44861,0.00116670167213802704
biological availability,46517,0.00120976932486669053
biological clocks,10636,0.00027661084204230970
biological coevolution,277,0.000007203949158115813079
biological control agents,2582,0.000067150168686841261266
biological dressings,1492,0.000038802498714472177308
biological evolution,96951,0.00252140821237720648
biological factors,6930,0.00018022876413625482
biological mimicry,467,0.000012145286125776479090
biological monitoring,1553,0.000040388927951457970080
biological ontologies,971,0.000025252832608413193141
biological oxygen demand analysis,5201,0.00013526259773054276
biological phenomena,7222,0.00018782281884444910
biological products,38873,0.00101097153654670037
biological psychiatry,888,0.000023094248564645639041
biological science disciplines,3089,0.000080335736279493670043
biological specimen banks,7071,0.00018389575630699247
biological therapy,3808,0.000099034795646588506159
biological transport,117110,0.00304568406464600314
"biological transport, active",31396,0.00081651692335091721
"biological variation, individual",482,0.000012535391675854952723
"biological variation, population",1323,0.000034407309516921374382
biological warfare,1927,0.000050115559666747912649
biological warfare agents,411,0.000010688892072150177529
biology,15844,0.00041205548902955575
bioluminescence resonance energy transfer techniques,277,0.000007203949158115813079
biomarkers,379586,0.00987190702213916615
"biomarkers, pharmacological",2183,0.000056773361054753862643
"biomarkers, tumor",192065,0.00499504149838813588
biomass,48454,0.00126014495490015743
biomechanical phenomena,138778,0.00360920453525269425
biomedical and dental materials,105,0.000002730738850549315427
biomedical engineering,11545,0.00030025123837706521
biomedical enhancement,698,0.000018152911596984973030
biomedical research,82291,0.00214014505476717825
biomedical technology,7513,0.00019539086651597149
biometric identification,1040,0.000027047318138774171850
biometry,29467,0.00076634934961082550
biomimetic materials,10706,0.00027843133460934258
biomimetics,9976,0.00025944619783885686
biomineralization,749,0.000019479270467251783381
biomolecular condensates,490,0.000012743447969230138660
biomphalaria,2956,0.000076876800402131203836
bionics,1079,0.000028061592568978203295
biopharmaceutics,3012,0.000078333194455757505397
biophysical phenomena,16558,0.00043062451321329109
biophysics,20765,0.00054003611649196700
biopolymers,10770,0.00028009578495634407
bioprinting,2800,0.000072819702681315078058
bioprospecting,333,0.000008660343211742114640
bioprosthesis,13262,0.00034490532034271449
biopsy,192243,0.00499967075091573377
"biopsy, fine-needle",16208,0.00042152205037812671
"biopsy, large-core needle",2649,0.000068892640143858443491
"biopsy, needle",49923,0.00129834929177117594
